data,tokens
comment : wünsche dir alles alles gute halte dir fest die daumen lghilla,"['comment', 'wünsche', 'dir', 'alles', 'alles', 'gute', 'halte', 'dir', 'fest', 'die', 'daumen', 'lghilla']"
comment : oh,"['comment', 'oh']"
comment :,['comment']
comment : finished chemo regime awaiting surgery thursday stay strong youre great,"['comment', 'finish', 'chemo', 'regime', 'await', 'surgery', 'thursday', 'stay', 'strong', 'youre', 'great']"
comment : god bless amazing sharingit help othersprayers blessings,"['comment', 'god', 'bless', 'amaze', 'sharingit', 'help', 'othersprayers', 'bless']"
comment : hug prayers,"['comment', 'hug', 'prayers']"
comment : makes cry seeing go wish could hug,"['comment', 'make', 'cry', 'see', 'go', 'wish', 'could', 'hug']"
comment : lucky still cant husband come infusions dont cancer systemic lupus get one two treatments infusion havent able anyone come year,"['comment', 'lucky', 'still', 'cant', 'husband', 'come', 'infusions', 'dont', 'cancer', 'systemic', 'lupus', 'get', 'one', 'two', 'treatments', 'infusion', 'havent', 'able', 'anyone', 'come', 'year']"
comment : know covid going treatment must scary ’ glad support time,"['comment', 'know', 'covid', 'go', 'treatment', 'must', 'scary', 'glad', 'support', 'time']"
comment : praying,"['comment', 'pray']"
comment : delia strong beautiful strong sincere humble person inside god doesnt give us nothing strong enough handle gives toughest battles strongest soldiers makes stronger know chapter life may seem dark rough scary etc everything life happens reasona lessona blessing etc everything life temporary people always wan na question methroughout seasons life questions answered try look like minor setback major comeback keep head princess dont let tiara tilt,"['comment', 'delia', 'strong', 'beautiful', 'strong', 'sincere', 'humble', 'person', 'inside', 'god', 'doesnt', 'give', 'us', 'nothing', 'strong', 'enough', 'handle', 'give', 'toughest', 'battle', 'strongest', 'soldier', 'make', 'stronger', 'know', 'chapter', 'life', 'may', 'seem', 'dark', 'rough', 'scary', 'etc', 'everything', 'life', 'happen', 'reasona', 'lessona', 'bless', 'etc', 'everything', 'life', 'temporary', 'people', 'always', 'wan', 'na', 'question', 'methroughout', 'season', 'life', 'question', 'answer', 'try', 'look', 'like', 'minor', 'setback', 'major', 'comeback', 'keep', 'head', 'princess', 'dont', 'let', 'tiara', 'tilt']"
comment : love much know god watching bless heart soul pray time delia kudos go thank much sharing 🤗,"['comment', 'love', 'much', 'know', 'god', 'watch', 'bless', 'heart', 'soul', 'pray', 'time', 'delia', 'kudos', 'go', 'thank', 'much', 'share']"
comment : oh delia strive spirit god bless ’ help let tears trickle tied ribbons statement battles,"['comment', 'oh', 'delia', 'strive', 'spirit', 'god', 'bless', 'help', 'let', 'tear', 'trickle', 'tie', 'ribbons', 'statement', 'battle']"
comment : may almighty god heal u dear,"['comment', 'may', 'almighty', 'god', 'heal', 'u', 'dear']"
comment : oceans deep faith stand got delia praying,"['comment', 'oceans', 'deep', 'faith', 'stand', 'get', 'delia', 'pray']"
comment : prayers coming way,"['comment', 'prayers', 'come', 'way']"
comment : prayers family…,"['comment', 'prayers']"
comment : delia dylan cancer cruel beast ’ particularly cruel ’ brave inspiring thoughts guys 🤗,"['comment', 'delia', 'dylan', 'cancer', 'cruel', 'beast', 'particularly', 'cruel', 'brave', 'inspire', 'thoughts', 'guy']"
comment : got hang sweet lady mom fought uterine cancer sending positive vibes,"['comment', 'get', 'hang', 'sweet', 'lady', 'mom', 'fight', 'uterine', 'cancer', 'send', 'positive', 'vibes']"
comment : delia amazing rooting,"['comment', 'delia', 'amaze', 'root']"
comment : poland green color hope heart hope dear,"['comment', 'poland', 'green', 'color', 'hope', 'heart', 'hope', 'dear']"
comment : cant avoid things life puts path way face husband admirable never quit smile cant wait see like,"['comment', 'cant', 'avoid', 'things', 'life', 'put', 'path', 'way', 'face', 'husband', 'admirable', 'never', 'quit', 'smile', 'cant', 'wait', 'see', 'like']"
comment : treatments alone chair room people always tired first booked early morning slept mine cause treatment hr one part chemo abvd u got girl fuckcancer,"['comment', 'treatments', 'alone', 'chair', 'room', 'people', 'always', 'tire', 'first', 'book', 'early', 'morning', 'sleep', 'mine', 'cause', 'treatment', 'hr', 'one', 'part', 'chemo', 'abvd', 'u', 'get', 'girl', 'fuckcancer']"
comment : blessings sweet delia really champion taking everything grace inspire strength sending warm hugs thoughts wishes,"['comment', 'bless', 'sweet', 'delia', 'really', 'champion', 'take', 'everything', 'grace', 'inspire', 'strength', 'send', 'warm', 'hug', 'thoughts', 'wish']"
comment : delia rock star brave get sending love prayers australia 🥰,"['comment', 'delia', 'rock', 'star', 'brave', 'get', 'send', 'love', 'prayers', 'australia']"
comment : god bless get well soon,"['comment', 'god', 'bless', 'get', 'well', 'soon']"
comment : im praying deeply recovery brave strong sharing truth,"['comment', 'im', 'pray', 'deeply', 'recovery', 'brave', 'strong', 'share', 'truth']"
comment : lifting prayer thank sharing journey know bringing comfort people situation keep light,"['comment', 'lift', 'prayer', 'thank', 'share', 'journey', 'know', 'bring', 'comfort', 'people', 'situation', 'keep', 'light']"
comment : quick recovery sweet deliamay gods healing upon jesus nameamen,"['comment', 'quick', 'recovery', 'sweet', 'deliamay', 'gods', 'heal', 'upon', 'jesus', 'nameamen']"
comment : sending love xxx,"['comment', 'send', 'love', 'xxx']"
comment : delia courageous beautiful brave young lady cancer scary thing three treatments seems cruel understand oh horrid wonderful dylan could go time pool area families house looked like walts breaking bad lol wishing luck world rest fight awesome xx,"['comment', 'delia', 'courageous', 'beautiful', 'brave', 'young', 'lady', 'cancer', 'scary', 'thing', 'three', 'treatments', 'seem', 'cruel', 'understand', 'oh', 'horrid', 'wonderful', 'dylan', 'could', 'go', 'time', 'pool', 'area', 'families', 'house', 'look', 'like', 'walts', 'break', 'bad', 'lol', 'wish', 'luck', 'world', 'rest', 'fight', 'awesome', 'xx']"
comment : praying delia stay strong god knows going loves much know ’ hard also know one know hard really know god diagnosis well sometimes think ’ anymore call upon lord help gives peace comfort god give peace,"['comment', 'pray', 'delia', 'stay', 'strong', 'god', 'know', 'go', 'love', 'much', 'know', 'hard', 'also', 'know', 'one', 'know', 'hard', 'really', 'know', 'god', 'diagnosis', 'well', 'sometimes', 'think', 'anymore', 'call', 'upon', 'lord', 'help', 'give', 'peace', 'comfort', 'god', 'give', 'peace']"
comment : dylandeliachatwin delia beautiful inside warrior princess role model women inspire us courage cried videos ’ trying stay strong dylan everytime watch pray god health ’ sending hope love lalaland xoxo fancienanc nanc,"['comment', 'dylandeliachatwin', 'delia', 'beautiful', 'inside', 'warrior', 'princess', 'role', 'model', 'women', 'inspire', 'us', 'courage', 'cry', 'videos', 'try', 'stay', 'strong', 'dylan', 'everytime', 'watch', 'pray', 'god', 'health', 'send', 'hope', 'love', 'lalaland', 'xoxo', 'fancienanc', 'nanc']"
comment : delia humbled watching journey lovely couple blessed great attitude composure stand wish continued healing full return health prayers never lose heart believe strength character complete always remember got much love x,"['comment', 'delia', 'humble', 'watch', 'journey', 'lovely', 'couple', 'bless', 'great', 'attitude', 'composure', 'stand', 'wish', 'continue', 'heal', 'full', 'return', 'health', 'prayers', 'never', 'lose', 'heart', 'believe', 'strength', 'character', 'complete', 'always', 'remember', 'get', 'much', 'love', 'x']"
comment : dear dalia last year sister died breast cancer watch videos see sister remember happy memories dalia god know god watching love guys🥰,"['comment', 'dear', 'dalia', 'last', 'year', 'sister', 'die', 'breast', 'cancer', 'watch', 'videos', 'see', 'sister', 'remember', 'happy', 'memories', 'dalia', 'god', 'know', 'god', 'watch', 'love']"
comment : sores mouth mouth wash called biotene works well,"['comment', 'sores', 'mouth', 'mouth', 'wash', 'call', 'biotene', 'work', 'well']"
comment :,['comment']
comment : best germany,"['comment', 'best', 'germany']"
comment : look good mire positive vibes world saying prayers every day going month mamo tomorrow love beautiful,"['comment', 'look', 'good', 'mire', 'positive', 'vibes', 'world', 'say', 'prayers', 'every', 'day', 'go', 'month', 'mamo', 'tomorrow', 'love', 'beautiful']"
comment :,['comment']
comment : warrior special beauty handsome support sysgod bless,"['comment', 'warrior', 'special', 'beauty', 'handsome', 'support', 'sysgod', 'bless']"
comment : strongs south africa,"['comment', 'strongs', 'south', 'africa']"
comment :,['comment']
comment : omg cannnot say enough prayers feel strength sent australia,"['comment', 'omg', 'cannnot', 'say', 'enough', 'prayers', 'feel', 'strength', 'send', 'australia']"
comment : mouthwash help sores mouth,"['comment', 'mouthwash', 'help', 'sores', 'mouth']"
comment : prayers plus babies future strong courageous gal bless beautiful heart health family,"['comment', 'prayers', 'plus', 'baby', 'future', 'strong', 'courageous', 'gal', 'bless', 'beautiful', 'heart', 'health', 'family']"
comment : chemo also gave neupogen shots take home helped much pray well chemo god bless family,"['comment', 'chemo', 'also', 'give', 'neupogen', 'shots', 'take', 'home', 'help', 'much', 'pray', 'well', 'chemo', 'god', 'bless', 'family']"
comment :,['comment']
comment : beautiful xoxo,"['comment', 'beautiful', 'xoxo']"
comment : youre brave best rest journey praying speedy recovery,"['comment', 'youre', 'brave', 'best', 'rest', 'journey', 'pray', 'speedy', 'recovery']"
comment : one women another inspired strength sending hugs prayers healthy recovery pass blessed beautiful family,"['comment', 'one', 'women', 'another', 'inspire', 'strength', 'send', 'hug', 'prayers', 'healthy', 'recovery', 'pass', 'bless', 'beautiful', 'family']"
comment : got girl stay strong incredible,"['comment', 'get', 'girl', 'stay', 'strong', 'incredible']"
comment : strong ’ inspiring keeping prayers fighter survivor,"['comment', 'strong', 'inspire', 'keep', 'prayers', 'fighter', 'survivor']"
comment : seeing everything brings back memories im sorry go thru twin went thru cancer together week started treatment different chemos hows sister dealing treatment though different since didnt really cause real issues like regular chemo lot different shots every day months didnt say felt great whole time everyone waiting chemo never felt sick 🤢 ever,"['comment', 'see', 'everything', 'bring', 'back', 'memories', 'im', 'sorry', 'go', 'thru', 'twin', 'go', 'thru', 'cancer', 'together', 'week', 'start', 'treatment', 'different', 'chemos', 'hows', 'sister', 'deal', 'treatment', 'though', 'different', 'since', 'didnt', 'really', 'cause', 'real', 'issue', 'like', 'regular', 'chemo', 'lot', 'different', 'shots', 'every', 'day', 'months', 'didnt', 'say', 'felt', 'great', 'whole', 'time', 'everyone', 'wait', 'chemo', 'never', 'felt', 'sick', 'ever']"
comment : god admire way handling situation hope pray win battle know ’ meantime keep positive optimistic importantly keep faith god stronger ever ’ savior father loves us god bless love guatemala,"['comment', 'god', 'admire', 'way', 'handle', 'situation', 'hope', 'pray', 'win', 'battle', 'know', 'meantime', 'keep', 'positive', 'optimistic', 'importantly', 'keep', 'faith', 'god', 'stronger', 'ever', 'savior', 'father', 'love', 'us', 'god', 'bless', 'love', 'guatemala']"
comment : god bless delia ’ sooooo strong 🤍 send way positive vibes ’ incredible human ’ kick cancer ass,"['comment', 'god', 'bless', 'delia', 'sooooo', 'strong', 'send', 'way', 'positive', 'vibes', 'incredible', 'human', 'kick', 'cancer', 'ass']"
comment : ti auguro una veloce guarigione,"['comment', 'ti', 'auguro', 'una', 'veloce', 'guarigione']"
comment : ’ glad posted video ’ thinking ’ praying good see great spirit though situation rough…you got way love shorter hair fun yay halfway mark go sister,"['comment', 'glad', 'post', 'video', 'think', 'pray', 'good', 'see', 'great', 'spirit', 'though', 'situation', 'get', 'way', 'love', 'shorter', 'hair', 'fun', 'yay', 'halfway', 'mark', 'go', 'sister']"
comment : continued prayers painful journey delia strong beautiful woman ’ doubt mind beat beast thank update much love north dakota,"['comment', 'continue', 'prayers', 'painful', 'journey', 'delia', 'strong', 'beautiful', 'woman', 'doubt', 'mind', 'beat', 'beast', 'thank', 'update', 'much', 'love', 'north', 'dakota']"
comment : sending love healing beautiful gift sharing,"['comment', 'send', 'love', 'heal', 'beautiful', 'gift', 'share']"
comment : worked cancer sick think lymphoma gave glimpse hope beautiful couple praying health healing rockstar,"['comment', 'work', 'cancer', 'sick', 'think', 'lymphoma', 'give', 'glimpse', 'hope', 'beautiful', 'couple', 'pray', 'health', 'heal', 'rockstar']"
comment : always keeping thoughts prayers ’ incredible ’ forget know many people proud far ’ gotten far ’ go,"['comment', 'always', 'keep', 'thoughts', 'prayers', 'incredible', 'forget', 'know', 'many', 'people', 'proud', 'far', 'get', 'far', 'go']"
comment : love im sorry god bring throughi cancer underwent chemotherapy radiation month marks year chemotherapy god healer trust,"['comment', 'love', 'im', 'sorry', 'god', 'bring', 'throughi', 'cancer', 'undergo', 'chemotherapy', 'radiation', 'month', 'mark', 'year', 'chemotherapy', 'god', 'healer', 'trust']"
comment : praying believing well healthy delia,"['comment', 'pray', 'believe', 'well', 'healthy', 'delia']"
comment : sending love hope sweetie,"['comment', 'send', 'love', 'hope', 'sweetie']"
